PCAS,logKdoc,Category,CrippenLogP,SlogP_VSA1,ErGFP285_RDKit,FCFPs2048_1787_RDKit,RDKFP97_RDKit,RDKFP1999_RDKit,ExtFP215,SECFP1727_RDKit,ExtFP979,RDKFP870_RDKit,SECFP1805_RDKit,PharmFP16632_RDKit,SECFP617_RDKit,MATS2m,PatternFP730_RDKit,PatternFP654_RDKit,FuncFP3064_RDKit,SECFP1315_RDKit,RDKFP1925_RDKit,FuncFP2428_RDKit,GraphFP554,RDKFP834_RDKit,Mor29m_R,PatternFP1783_RDKit,RDKFP629_RDKit,ECFPs1024_998_RDKit,RDKFP2034_RDKit
p000001,3.62,3,3.3668,0,0,0,0,0,0,0,0,0,0,0,0,-0.232638889,0,0,0,0,0,0,1,0,-0.11,0,0,0,0
p000001,4.34,3,3.3668,0,0,0,0,0,0,0,0,0,0,0,0,-0.232638889,0,0,0,0,0,0,1,0,-0.11,0,0,0,0
p000002,4.06,3,3.6444,0,0,0,0,0,0,0,1,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0.514,0,0,0,0
p000003,2.93,3,2.8398,0,0,0,0,0,0,0,0,0,0,0,0,-0.16,0,0,0,0,0,0,1,0,0,0,0,0,0
p000003,3.29,3,2.8398,0,0,0,0,0,0,0,0,0,0,0,0,-0.16,0,0,0,0,0,0,1,0,0,0,0,0,0
p000004,4.74,1,3.993,0,0,0,0,0,0,0,0,0,0,0,0,-0.102040816,0,0,0,0,0,0,1,0,0.045,0,0,0,0
p000004,4.29,1,3.993,0,0,0,0,0,0,0,0,0,0,0,0,-0.102040816,0,0,0,0,0,0,1,0,0.045,0,0,0,0
p000004,4.17,1,3.993,0,0,0,0,0,0,0,0,0,0,0,0,-0.102040816,0,0,0,0,0,0,1,0,0.045,0,0,0,0
p000004,4.43,1,3.993,0,0,0,0,0,0,0,0,0,0,0,0,-0.102040816,0,0,0,0,0,0,1,0,0.045,0,0,0,0
p000004,4.16,1,3.993,0,0,0,0,0,0,0,0,0,0,0,0,-0.102040816,0,0,0,0,0,0,1,0,0.045,0,0,0,0
p000004,4.53,1,3.993,0,0,0,0,0,0,0,0,0,0,0,0,-0.102040816,0,0,0,0,0,0,1,0,0.045,0,0,0,0
p000004,4.25,1,3.993,0,0,0,0,0,0,0,0,0,0,0,0,-0.102040816,0,0,0,0,0,0,1,0,0.045,0,0,0,0
p000004,4.31,1,3.993,0,0,0,0,0,0,0,0,0,0,0,0,-0.102040816,0,0,0,0,0,0,1,0,0.045,0,0,0,0
p000004,4.59,2,3.993,0,0,0,0,0,0,0,0,0,0,0,0,-0.102040816,0,0,0,0,0,0,1,0,0.045,0,0,0,0
p000004,4.12,2,3.993,0,0,0,0,0,0,0,0,0,0,0,0,-0.102040816,0,0,0,0,0,0,1,0,0.045,0,0,0,0
p000004,4.89,2,3.993,0,0,0,0,0,0,0,0,0,0,0,0,-0.102040816,0,0,0,0,0,0,1,0,0.045,0,0,0,0
p000004,4.699,2,3.993,0,0,0,0,0,0,0,0,0,0,0,0,-0.102040816,0,0,0,0,0,0,1,0,0.045,0,0,0,0
p000004,4.51,2,3.993,0,0,0,0,0,0,0,0,0,0,0,0,-0.102040816,0,0,0,0,0,0,1,0,0.045,0,0,0,0
p000004,4.51,2,3.993,0,0,0,0,0,0,0,0,0,0,0,0,-0.102040816,0,0,0,0,0,0,1,0,0.045,0,0,0,0
p000004,3.93,3,3.993,0,0,0,0,0,0,0,0,0,0,0,0,-0.102040816,0,0,0,0,0,0,1,0,0.045,0,0,0,0
p000004,4.78,3,3.993,0,0,0,0,0,0,0,0,0,0,0,0,-0.102040816,0,0,0,0,0,0,1,0,0.045,0,0,0,0
p000004,4.61,3,3.993,0,0,0,0,0,0,0,0,0,0,0,0,-0.102040816,0,0,0,0,0,0,1,0,0.045,0,0,0,0
p000004,4.29,3,3.993,0,0,0,0,0,0,0,0,0,0,0,0,-0.102040816,0,0,0,0,0,0,1,0,0.045,0,0,0,0
p000004,4.193,3,3.993,0,0,0,0,0,0,0,0,0,0,0,0,-0.102040816,0,0,0,0,0,0,1,0,0.045,0,0,0,0
p000004,4.48,3,3.993,0,0,0,0,0,0,0,0,0,0,0,0,-0.102040816,0,0,0,0,0,0,1,0,0.045,0,0,0,0
p000004,4.73,3,3.993,0,0,0,0,0,0,0,0,0,0,0,0,-0.102040816,0,0,0,0,0,0,1,0,0.045,0,0,0,0
p000004,4.613,3,3.993,0,0,0,0,0,0,0,0,0,0,0,0,-0.102040816,0,0,0,0,0,0,1,0,0.045,0,0,0,0
p000004,4.55,4,3.993,0,0,0,0,0,0,0,0,0,0,0,0,-0.102040816,0,0,0,0,0,0,1,0,0.045,0,0,0,0
p000004,3.55,4,3.993,0,0,0,0,0,0,0,0,0,0,0,0,-0.102040816,0,0,0,0,0,0,1,0,0.045,0,0,0,0
p000005,2.47,3,2.44421,0,0,0,1,1,0,0,0,0,0,0,0,0.115763497,0,0,0,0,0,0,0,0,0.088,0,0,0,0
p000006,4.96,1,5.05589,0,0,0,0,0,0,0,0,0,0,0,0,-0.112217756,0,0,0,0,0,0,1,0,0.007,0,0,0,0
p000006,4.7,1,5.05589,0,0,0,0,0,0,0,0,0,0,0,0,-0.112217756,0,0,0,0,0,0,1,0,0.007,0,0,0,0
p000006,4.71,1,5.05589,0,0,0,0,0,0,0,0,0,0,0,0,-0.112217756,0,0,0,0,0,0,1,0,0.007,0,0,0,0
p000006,5.25,3,5.05589,0,0,0,0,0,0,0,0,0,0,0,0,-0.112217756,0,0,0,0,0,0,1,0,0.007,0,0,0,0
p000006,4.83,3,5.05589,0,0,0,0,0,0,0,0,0,0,0,0,-0.112217756,0,0,0,0,0,0,1,0,0.007,0,0,0,0
p000006,5.12,4,5.05589,0,0,0,0,0,0,0,0,0,0,0,0,-0.112217756,0,0,0,0,0,0,1,0,0.007,0,0,0,0
p000007,6.2,1,5.7372,0,1.3,0,0,0,0,0,0,0,0,0,0,-0.04,1,1,0,0,0,0,1,0,-0.087,1,0,0,0
p000007,6.31,1,5.7372,0,1.3,0,0,0,0,0,0,0,0,0,0,-0.04,1,1,0,0,0,0,1,0,-0.087,1,0,0,0
p000007,5.64,1,5.7372,0,1.3,0,0,0,0,0,0,0,0,0,0,-0.04,1,1,0,0,0,0,1,0,-0.087,1,0,0,0
p000007,5.31,1,5.7372,0,1.3,0,0,0,0,0,0,0,0,0,0,-0.04,1,1,0,0,0,0,1,0,-0.087,1,0,0,0
p000007,4.59,1,5.7372,0,1.3,0,0,0,0,0,0,0,0,0,0,-0.04,1,1,0,0,0,0,1,0,-0.087,1,0,0,0
p000007,4.88,1,5.7372,0,1.3,0,0,0,0,0,0,0,0,0,0,-0.04,1,1,0,0,0,0,1,0,-0.087,1,0,0,0
p000007,6.49,2,5.7372,0,1.3,0,0,0,0,0,0,0,0,0,0,-0.04,1,1,0,0,0,0,1,0,-0.087,1,0,0,0
p000007,6.84,3,5.7372,0,1.3,0,0,0,0,0,0,0,0,0,0,-0.04,1,1,0,0,0,0,1,0,-0.087,1,0,0,0
p000007,7.16,3,5.7372,0,1.3,0,0,0,0,0,0,0,0,0,0,-0.04,1,1,0,0,0,0,1,0,-0.087,1,0,0,0
p000007,6.44,4,5.7372,0,1.3,0,0,0,0,0,0,0,0,0,0,-0.04,1,1,0,0,0,0,1,0,-0.087,1,0,0,0
p000008,2.87,3,3.09559,10.63357721,0.3,0,0,0,0,0,0,0,0,0,0,0.012261147,0,0,0,0,0,0,1,0,0.222,0,1,0,0
p000009,2.83,3,2.47223,0,0,0,1,1,0,0,0,0,0,0,0,0.185707196,0,0,0,0,0,0,0,0,0.115,0,0,0,0
p000010,4.36,3,3.46927, NA, NA, NA, NA, NA,0, NA,0, NA, NA, NA, NA,0.177424832, NA, NA, NA, NA, NA, NA,0, NA, NA, NA, NA, NA, NA
p000011,2.11,3,1.79081,0,0,0,0,0,0,0,0,0,0,0,0,0.064245945,0,0,0,0,0,0,0,0,0.109,0,0,0,0
p000012,5.322,1,6.33007,4.736862954,0.3,0,1,1,0,0,0,0,0,0,0,0.167816368,1,1,0,0,0,0,1,0,-0.021,1,0,0,0
p000012,4.778,1,6.33007,4.736862954,0.3,0,1,1,0,0,0,0,0,0,0,0.167816368,1,1,0,0,0,0,1,0,-0.021,1,0,0,0
p000012,5.556,1,6.33007,4.736862954,0.3,0,1,1,0,0,0,0,0,0,0,0.167816368,1,1,0,0,0,0,1,0,-0.021,1,0,0,0
p000012,5.15,1,6.33007,4.736862954,0.3,0,1,1,0,0,0,0,0,0,0,0.167816368,1,1,0,0,0,0,1,0,-0.021,1,0,0,0
p000012,5.2,2,6.33007,4.736862954,0.3,0,1,1,0,0,0,0,0,0,0,0.167816368,1,1,0,0,0,0,1,0,-0.021,1,0,0,0
p000013,4.8,1,3.56879,0,0,0,0,1,0,0,0,0,0,0,1,0.03075362,0,0,0,0,0,0,1,0,-0.027,0,0,0,0
p000013,4.65,1,3.56879,0,0,0,0,1,0,0,0,0,0,0,1,0.03075362,0,0,0,0,0,0,1,0,-0.027,0,0,0,0
p000013,4.75,1,3.56879,0,0,0,0,1,0,0,0,0,0,0,1,0.03075362,0,0,0,0,0,0,1,0,-0.027,0,0,0,0
p000013,4.95,3,3.56879,0,0,0,0,1,0,0,0,0,0,0,1,0.03075362,0,0,0,0,0,0,1,0,-0.027,0,0,0,0
p000013,4.84,4,3.56879,0,0,0,0,1,0,0,0,0,0,0,1,0.03075362,0,0,0,0,0,0,1,0,-0.027,0,0,0,0
p000014,4.4,2,6.00519,0,0.3,0,1,1,0,0,1,0,0,0,0,0.107366802,0,0,0,0,0,0,1,0,-0.019,0,0,0,0
p000014,4.5,2,6.00519,0,0.3,0,1,1,0,0,1,0,0,0,0,0.107366802,0,0,0,0,0,0,1,0,-0.019,0,0,0,0
p000014,4.6,3,6.00519,0,0.3,0,1,1,0,0,1,0,0,0,0,0.107366802,0,0,0,0,0,0,1,0,-0.019,0,0,0,0
p000014,5.29,3,6.00519,0,0.3,0,1,1,0,0,1,0,0,0,0,0.107366802,0,0,0,0,0,0,1,0,-0.019,0,0,0,0
p000015,5.57,3,6.4788,0,0.3,0,1,1,0,0,0,0,0,0,0,0.244987073,0,0,0,0,0,0,1,0,-0.173,1,0,0,0
p000015,5.98,3,6.4788,0,0.3,0,1,1,0,0,0,0,0,0,0,0.244987073,0,0,0,0,0,0,1,0,-0.173,1,0,0,0
p000016,4.85,3,5.09388,0,0,0,1,0,1,0,1,0,0,0,0,-0.003228303,1,0,0,0,0,0,1,0,-0.724,1,0,0,0
p000017,4.82,1,3.00239,4.736862954,0.3,0,0,1,0,0,0,0,0,0,0,0.000865,0,0,0,0,0,0,1,1,0.256,0,0,0,0
p000017,3.33,2,3.00239,4.736862954,0.3,0,0,1,0,0,0,0,0,0,0,0.000865,0,0,0,0,0,0,1,1,0.256,0,0,0,0
p000017,4.89,3,3.00239,4.736862954,0.3,0,0,1,0,0,0,0,0,0,0,0.000865,0,0,0,0,0,0,1,1,0.256,0,0,0,0
p000018,2.31,3,2.41619,0,0,0,1,1,0,0,0,0,0,0,0,-0.005029531,0,0,0,0,0,0,0,0,0.101,0,0,0,0
p000019,3.89,2,6.01608,4.736862954,0.3,0,1,1,0,0,0,0,0,0,0,-0.000258,0,0,0,0,1,0,0,0,0.082,0,0,0,0
p000020,4.96,1,2.95059,0,0,1,0,0,0,0,0,0,0,0,0,0.029821151,1,1,0,0,0,0,1,0,-0.005,1,0,0,0
p000020,4.64,1,2.95059,0,0,1,0,0,0,0,0,0,0,0,0,0.029821151,1,1,0,0,0,0,1,0,-0.005,1,0,0,0
p000020,4.99,3,2.95059,0,0,1,0,0,0,0,0,0,0,0,0,0.029821151,1,1,0,0,0,0,1,0,-0.005,1,0,0,0
p000020,5.32,4,2.95059,0,0,1,0,0,0,0,0,0,0,0,0,0.029821151,1,1,0,0,0,0,1,0,-0.005,1,0,0,0
p000021,4.15,1,3.97979,0,0,0,0,0,0,0,0,0,0,0,0,0.038254843,1,1,0,0,0,0,1,0,0.031,1,0,0,0
p000021,3.99,1,3.97979,0,0,0,0,0,0,0,0,0,0,0,0,0.038254843,1,1,0,0,0,0,1,0,0.031,1,0,0,0
p000021,3.95,1,3.97979,0,0,0,0,0,0,0,0,0,0,0,0,0.038254843,1,1,0,0,0,0,1,0,0.031,1,0,0,0
p000021,3.98,1,3.97979,0,0,0,0,0,0,0,0,0,0,0,0,0.038254843,1,1,0,0,0,0,1,0,0.031,1,0,0,0
p000021,4.92,1,3.97979,0,0,0,0,0,0,0,0,0,0,0,0,0.038254843,1,1,0,0,0,0,1,0,0.031,1,0,0,0
p000021,4.57,1,3.97979,0,0,0,0,0,0,0,0,0,0,0,0,0.038254843,1,1,0,0,0,0,1,0,0.031,1,0,0,0
p000021,4.61,1,3.97979,0,0,0,0,0,0,0,0,0,0,0,0,0.038254843,1,1,0,0,0,0,1,0,0.031,1,0,0,0
p000021,3.23,2,3.97979,0,0,0,0,0,0,0,0,0,0,0,0,0.038254843,1,1,0,0,0,0,1,0,0.031,1,0,0,0
p000021,4.21,3,3.97979,0,0,0,0,0,0,0,0,0,0,0,0,0.038254843,1,1,0,0,0,0,1,0,0.031,1,0,0,0
p000021,4.21,3,3.97979,0,0,0,0,0,0,0,0,0,0,0,0,0.038254843,1,1,0,0,0,0,1,0,0.031,1,0,0,0
p000021,4.94,3,3.97979,0,0,0,0,0,0,0,0,0,0,0,0,0.038254843,1,1,0,0,0,0,1,0,0.031,1,0,0,0
p000021,3.96,4,3.97979,0,0,0,0,0,0,0,0,0,0,0,0,0.038254843,1,1,0,0,0,0,1,0,0.031,1,0,0,0
p000021,4.86,4,3.97979,0,0,0,0,0,0,0,0,0,0,0,0,0.038254843,1,1,0,0,0,0,1,0,0.031,1,0,0,0
p000021,3.96,4,3.97979,0,0,0,0,0,0,0,0,0,0,0,0,0.038254843,1,1,0,0,0,0,1,0,0.031,1,0,0,0
p000021,3.75,4,3.97979,0,0,0,0,0,0,0,0,0,0,0,0,0.038254843,1,1,0,0,0,0,1,0,0.031,1,0,0,0
p000021,3.94,4,3.97979,0,0,0,0,0,0,0,0,0,0,0,0,0.038254843,1,1,0,0,0,0,1,0,0.031,1,0,0,0
p000021,4.86,4,3.97979,0,0,0,0,0,0,0,0,0,0,0,0,0.038254843,1,1,0,0,0,0,1,0,0.031,1,0,0,0
p000021,3.68,4,3.97979,0,0,0,0,0,0,0,0,0,0,0,0,0.038254843,1,1,0,0,0,0,1,0,0.031,1,0,0,0
p000021,3.96,4,3.97979,0,0,0,0,0,0,0,0,0,0,0,0,0.038254843,1,1,0,0,0,0,1,0,0.031,1,0,0,0
p000021,5.28,4,3.97979,0,0,0,0,0,0,0,0,0,0,0,0,0.038254843,1,1,0,0,0,0,1,0,0.031,1,0,0,0
p000022,4.82,3,4.18799,0,0,0,0,1,0,0,0,0,0,0,0,0.058798575,1,1,0,0,0,0,1,0,-0.044,1,1,0,0
p000022,5.51,4,4.18799,0,0,0,0,1,0,0,0,0,0,0,0,0.058798575,1,1,0,0,0,0,1,0,-0.044,1,1,0,0
p000023,7.15,2,6.2994,0,2.6,0,0,0,0,0,0,0,0,0,0,-0.05785124,1,1,0,0,0,0,1,0,0.041,1,0,0,0
p000023,6.96,3,6.2994,0,2.6,0,0,0,0,0,0,0,0,0,0,-0.05785124,1,1,0,0,0,0,1,0,0.041,1,0,0,0
p000023,7.56,3,6.2994,0,2.6,0,0,0,0,0,0,0,0,0,0,-0.05785124,1,1,0,0,0,0,1,0,0.041,1,0,0,0
p000023,6.14,4,6.2994,0,2.6,0,0,0,0,0,0,0,0,0,0,-0.05785124,1,1,0,0,0,0,1,0,0.041,1,0,0,0
p000024,5.37,1,5.1462,0,1.3,0,0,0,0,0,0,0,0,0,0,-0.074074074,0,1,0,0,0,0,1,0,0.001,1,0,0,0
p000024,4.96,1,5.1462,0,1.3,0,0,0,0,0,0,0,0,0,0,-0.074074074,0,1,0,0,0,0,1,0,0.001,1,0,0,0
p000024,4.31,1,5.1462,0,1.3,0,0,0,0,0,0,0,0,0,0,-0.074074074,0,1,0,0,0,0,1,0,0.001,1,0,0,0
p000024,4.4,1,5.1462,0,1.3,0,0,0,0,0,0,0,0,0,0,-0.074074074,0,1,0,0,0,0,1,0,0.001,1,0,0,0
p000024,5.68,2,5.1462,0,1.3,0,0,0,0,0,0,0,0,0,0,-0.074074074,0,1,0,0,0,0,1,0,0.001,1,0,0,0
p000024,6.28,3,5.1462,0,1.3,0,0,0,0,0,0,0,0,0,0,-0.074074074,0,1,0,0,0,0,1,0,0.001,1,0,0,0
p000024,5.49,3,5.1462,0,1.3,0,0,0,0,0,0,0,0,0,0,-0.074074074,0,1,0,0,0,0,1,0,0.001,1,0,0,0
p000025,4.8,1,3.69219,0,0,0,0,0,0,0,0,0,0,0,1,0.082529043,1,1,0,0,0,0,1,0,0.069,1,0,0,0
p000025,4.55,1,3.69219,0,0,0,0,0,0,0,0,0,0,0,1,0.082529043,1,1,0,0,0,0,1,0,0.069,1,0,0,0
p000025,4.63,1,3.69219,0,0,0,0,0,0,0,0,0,0,0,1,0.082529043,1,1,0,0,0,0,1,0,0.069,1,0,0,0
p000025,4.78,3,3.69219,0,0,0,0,0,0,0,0,0,0,0,1,0.082529043,1,1,0,0,0,0,1,0,0.069,1,0,0,0
p000025,5.22,4,3.69219,0,0,0,0,0,0,0,0,0,0,0,1,0.082529043,1,1,0,0,0,0,1,0,0.069,1,0,0,0
p000026,4.59,3,4.88358,0,0,0,1,1,0,0,0,0,0,0,0,0.11290533,1,1,0,0,0,0,1,0,-0.155,1,0,0,0
p000026,3.57,4,4.88358,0,0,0,1,1,0,0,0,0,0,0,0,0.11290533,1,1,0,0,0,0,1,0,-0.155,1,0,0,0
p000026,5.53,4,4.88358,0,0,0,1,1,0,0,0,0,0,0,0,0.11290533,1,1,0,0,0,0,1,0,-0.155,1,0,0,0
p000027,3.18,2,3.80539,0,0,0,1,0,0,0,0,0,0,0,0,0.084892871,1,1,0,0,0,0,1,0,-0.001,1,0,0,0
p000027,4.04,3,3.80539,0,0,0,1,0,0,0,0,0,0,0,0,0.084892871,1,1,0,0,0,0,1,0,-0.001,1,0,0,0
p000027,3.16,4,3.80539,0,0,0,1,0,0,0,0,0,0,0,0,0.084892871,1,1,0,0,0,0,1,0,-0.001,1,0,0,0
p000027,4.74,4,3.80539,0,0,0,1,0,0,0,0,0,0,0,0,0.084892871,1,1,0,0,0,0,1,0,-0.001,1,0,0,0
p000028,5.82,3,5.9123,0,0.3,0,1,1,0,0,0,0,0,0,0,0.007782056,0,0,0,0,0,0,1,0,0.319,0,0,0,0
p000028,5.19,3,5.9123,0,0.3,0,1,1,0,0,0,0,0,0,0,0.007782056,0,0,0,0,0,0,1,0,0.319,0,0,0,0
p000029,2.22,1,5.58119,13.57124149,0.9,0,0,0,0,0,0,0,0,0,0,0.116400033,0,1,0,0,0,0,0,0,0.594,1,0,0,0
p000029,3.88,2,5.58119,13.57124149,0.9,0,0,0,0,0,0,0,0,0,0,0.116400033,0,1,0,0,0,0,0,0,0.594,1,0,0,0
p000029,4.63,3,5.58119,13.57124149,0.9,0,0,0,0,0,0,0,0,0,0,0.116400033,0,1,0,0,0,0,0,0,0.594,1,0,0,0
p000029,4.26,3,5.58119,13.57124149,0.9,0,0,0,0,0,0,0,0,0,0,0.116400033,0,1,0,0,0,0,0,0,0.594,1,0,0,0
p000030,5.18,2,4.06799,0,0.3,0,0,1,0,0,0,0,0,0,0,-0.047727038,1,1,0,0,1,0,1,1,0.252,1,0,0,0
p000031,4.25,2,2.9384,0,0,0,0,0,0,0,0,0,0,0,0,-0.022222222,1,0,0,0,0,0,1,0,0.052,0,0,0,0
p000031,3.67,3,2.9384,0,0,0,0,0,0,0,0,0,0,0,0,-0.022222222,1,0,0,0,0,0,1,0,0.052,0,0,0,0
p000031,3.185,3,2.9384,0,0,0,0,0,0,0,0,0,0,0,0,-0.022222222,1,0,0,0,0,0,1,0,0.052,0,0,0,0
p000032,3.58,3,3.1186,0,0,0,0,0,0,0,0,0,0,0,0,-0.060622711,0,0,0,0,0,0,1,0,0.017,0,0,0,0
p000032,3.86,3,3.1186,0,0,0,0,0,0,0,0,0,0,0,0,-0.060622711,0,0,0,0,0,0,1,0,0.017,0,0,0,0
p000032,3.662,3,3.1186,0,0,0,0,0,0,0,0,0,0,0,0,-0.060622711,0,0,0,0,0,0,1,0,0.017,0,0,0,0
p000033,2.19,1,3.24439,0,0,0,1,0,0,0,0,0,0,0,0,-0.067506786,0,0,0,0,0,0,1,0,0.353,0,0,0,0
p000033,4.23,2,3.24439,0,0,0,1,0,0,0,0,0,0,0,0,-0.067506786,0,0,0,0,0,0,1,0,0.353,0,0,0,0
p000034,3.334,3,2.86782,0,0,0,0,0,0,0,0,0,0,0,0,0.023484848,0,0,0,0,0,0,1,0,0.058,0,0,0,0
p000034,2.926,3,2.86782,0,0,0,0,0,0,0,0,0,0,0,0,0.023484848,0,0,0,0,0,0,1,0,0.058,0,0,0,0
p000034,2.867,3,2.86782,0,0,0,0,0,0,0,0,0,0,0,0,0.023484848,0,0,0,0,0,0,1,0,0.058,0,0,0,0
p000034,3.064,3,2.86782,0,0,0,0,0,0,0,0,0,0,0,0,0.023484848,0,0,0,0,0,0,1,0,0.058,0,0,0,0
p000034,3.1,3,2.86782,0,0,0,0,0,0,0,0,0,0,0,0,0.023484848,0,0,0,0,0,0,1,0,0.058,0,0,0,0
p000035,4.301,2,2.91599,0,0,0,0,0,0,0,0,0,0,0,0,-0.088294289,0,0,0,0,0,0,1,0,0.003,0,0,0,0
p000036,3.228,3,2.86782,0,0,0,0,0,0,0,0,0,0,0,0,0.023484848,0,0,0,0,0,0,1,0,0.016,0,0,0,0
p000036,3.52,3,2.86782,0,0,0,0,0,0,0,0,0,0,0,0,0.023484848,0,0,0,0,0,0,1,0,0.016,0,0,0,0
